page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path
31	4	Lower_Right	RK025	2:150490130−201942437	3, 6	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_31_part_4.png
32	1	Upper_Left	RK067	4:79658323−144578032	3, 4	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_32_part_1.png
32	2	Upper_Right	RK102	11:66210041−91962236	3, 4	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_32_part_2.png
32	3	Lower_Left	RK107	14:31438137−103571317	5, 10	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_32_part_3.png
32	4	Lower_Right	RK107	19:3053413−48647994	5, 16	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_32_part_4.png
33	1	Upper_Left	RK107	22:18897837−41064431	5, 5	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_33_part_1.png
33	2	Upper_Right	RK224	6:90149372−136906996	3, 7	70	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_33_part_2.png
33	3	Lower_Left	RK224	8:58233490−78077286	2, 4	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_33_part_3.png
33	4	Lower_Right	RK285	12:7177572−125292742	5, 15	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_33_part_4.png
34	1	Upper_Left	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	5:1264136−27017687	3, 5	42	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_34_part_1.png
34	2	Upper_Right	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	7:13398832−23984708	3, 4	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_34_part_2.png
34	3	Lower_Left	31c96e35-5e2f-429c-b12a-7bc5a497a300	7:89436461−145515031	3, 8	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_34_part_3.png
34	4	Lower_Right	31c96e35-5e2f-429c-b12a-7bc5a497a300	14:59911041−68078436	3, 7	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_34_part_4.png
35	1	Upper_Left	35cb7841-9b09-465a-90c5-e3b8a9faad49	12:57763408−71398497	4, 5	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_35_part_1.png
35	2	Upper_Right	97831d28-ab41-4c18-bfc2-c4c6bc757d13	22:30205853−44783728	5, 5	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_35_part_2.png
35	3	Lower_Left	cd0dc947-b708-464e-beb7-954c9d4583e7	3:111543−188368919	6, 15	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_35_part_3.png
35	4	Lower_Right	d2824e6d-3784-45c2-9b0f-52b17356b5da	5:1371638−62121680	3, 6	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_35_part_4.png
36	1	Upper_Left	1f6b2aca-7357-40d1-ba7a-99227d9900a2	4:2720902−165169009	5, 7	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_36_part_1.png
36	2	Upper_Right	1f6b2aca-7357-40d1-ba7a-99227d9900a2	8:40861103−87010834	4, 7	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_36_part_2.png
36	3	Lower_Left	7b982d5e-3a7d-40ac-bd25-6044c62879b6	17:25273878−70520743	4, 8	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_36_part_3.png
36	4	Lower_Right	7d905f8f-3967-4ea8-96c8-17b1b03fbec3	3:18318665−172882633	4, 7	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_36_part_4.png
37	1	Upper_Left	8e6020a1-68df-4d57-ad4e-33acc0861fb3	3:90291254−183825857	3, 9	30	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_37_part_1.png
37	2	Upper_Right	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca	2:54782646−232522086	5, 5	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_37_part_2.png
37	3	Lower_Left	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca	6:30277793−164158989	5, 8	32	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_37_part_3.png
37	4	Lower_Right	b913d254-8307-4b8a-8313-d978e32bb38f	18:31777572−39967346	5, 8	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_37_part_4.png
38	1	Upper_Left	b913d254-8307-4b8a-8313-d978e32bb38f	22:18573581−22033664	3, 4	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_38_part_1.png
38	2	Upper_Right	dc6ceece-efaa-4b9d-9e12-d35863d7a902	6:56875241−62704227	3, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_38_part_2.png
38	3	Lower_Left	AOCS-001	1:15057337−246806715	6, 17	30	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_38_part_3.png
38	4	Lower_Right	AOCS-005	1:39408895−45738519	4, 11	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_38_part_4.png
39	1	Upper_Left	AOCS-055	19:32469607−40919792	3, 5	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_39_part_1.png
39	2	Upper_Right	AOCS-077	19:14774987−59083325	3, 6	31	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_39_part_2.png
39	3	Lower_Left	AOCS-078	1:37043882−234963260	5, 9	66	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_39_part_3.png
39	4	Lower_Right	AOCS-078	7:559305−156711736	5, 12	35	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_39_part_4.png
40	1	Upper_Left	AOCS-078	17:35943519−71465923	4, 7	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_40_part_1.png
40	2	Upper_Right	AOCS-078	19:8041336−44146426	3, 7	43	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_40_part_2.png
40	3	Lower_Left	AOCS-079	6:11466719−11715609	3, 3	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_40_part_3.png
40	4	Lower_Right	AOCS-105	1:34065251−229122654	6, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_40_part_4.png
41	1	Upper_Left	AOCS-107	18:316795−41066402	3, 4	51	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_41_part_1.png
41	2	Upper_Right	AOCS-108	7:4167086−148638798	4, 6	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_41_part_2.png
41	3	Lower_Left	AOCS-112	7:1525898−152136709	6, 8	46	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_41_part_3.png
41	4	Lower_Right	AOCS-120	9:16411704−136399898	5, 15	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_41_part_4.png
42	1	Upper_Left	AOCS-120	12:21770067−118615376	6, 8	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_42_part_1.png
42	2	Upper_Right	AOCS-138	3:15240189−187056378	5, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_42_part_2.png
42	3	Lower_Left	AOCS-139	5:16559926−179967726	5, 13	28	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_42_part_3.png
42	4	Lower_Right	AOCS-142	1:14110378−72283225	5, 11	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_42_part_4.png
43	1	Upper_Left	AOCS-142	7:978895−144549792	6, 15	27	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_43_part_1.png
43	2	Upper_Right	AOCS-150	8:29804740−127337992	5, 5	32	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_43_part_2.png
43	3	Lower_Left	AOCS-161	10:11969837−123949118	5, 14	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_43_part_3.png
43	4	Lower_Right	15556b28-c6bd-455a-87b6-4b7b3e33d0e4	6:58165813−106822892	3, 5	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_43_part_4.png
44	1	Upper_Left	2b14123b-8fcd-402c-9399-4e7c47f20252	1:21927365−231389754	5, 9	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_44_part_1.png
44	2	Upper_Right	3768d34f-1527-40db-b116-cd80cee5ec3a	2:20328396−218482845	5, 11	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_44_part_2.png
44	3	Lower_Left	4eac2c98-86d2-4ee6-a1d3-157d013c78dc	1:14990970−241778369	5, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_44_part_3.png
44	4	Lower_Right	4eac2c98-86d2-4ee6-a1d3-157d013c78dc	2:12447905−234169661	5, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_44_part_4.png
45	1	Upper_Left	4eac2c98-86d2-4ee6-a1d3-157d013c78dc	7:2564855−150994792	4, 7	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_45_part_1.png
45	2	Upper_Right	4eac2c98-86d2-4ee6-a1d3-157d013c78dc	8:14368513−144394438	5, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_45_part_2.png
45	3	Lower_Left	4eac2c98-86d2-4ee6-a1d3-157d013c78dc	10:47136303−134896518	4, 9	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_45_part_3.png
45	4	Lower_Right	4eac2c98-86d2-4ee6-a1d3-157d013c78dc	X:30289488−150390659	6, 18	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_45_part_4.png
46	1	Upper_Left	700e91bb-d675-41b2-bbbd-935767c7b447	8:3100649−138208042	6, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_46_part_1.png
46	2	Upper_Right	7dcc809b-e33a-4453-b92a-c00786f48cb0	4:25688755−183822954	5, 13	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_46_part_2.png
46	3	Lower_Left	7dcc809b-e33a-4453-b92a-c00786f48cb0	8:23266791−145185294	6, 12	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_46_part_3.png
46	4	Lower_Right	7dcc809b-e33a-4453-b92a-c00786f48cb0	11:23550499−126101178	5, 11	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_46_part_4.png
47	1	Upper_Left	7dcc809b-e33a-4453-b92a-c00786f48cb0	13:30648512−112891497	6, 7	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_47_part_1.png
47	2	Upper_Right	8a6d2ce3-cc57-451b-9b07-8263782aa23f	8:20677931−137092373	5, 8	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_47_part_2.png
47	3	Lower_Left	8a6d2ce3-cc57-451b-9b07-8263782aa23f	11:9941489−124824128	5, 14	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_47_part_3.png
47	4	Lower_Right	8a6d2ce3-cc57-451b-9b07-8263782aa23f	12:6347743−132991798	4, 19	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_47_part_4.png
48	1	Upper_Left	ba68f2cf-9271-41fd-9655-1fac7681f588	19:9540512−45641579	3, 7	78	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_48_part_1.png
48	2	Upper_Right	c435627c-159d-4a6d-a819-30abac24bf4d	4:3142975−185752325	4, 10	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_48_part_2.png
48	3	Lower_Left	d3164236-c14a-4230-b527-ecd1a3992f02	2:9305010−240217958	5, 16	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_48_part_3.png
48	4	Lower_Right	e43d3769-e25f-4fb7-9080-ea26defaf094	2:12545356−194298156	3, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_48_part_4.png
49	1	Upper_Left	e43d3769-e25f-4fb7-9080-ea26defaf094	7:450496−139649312	3, 4	4	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_49_part_1.png
49	2	Upper_Right	ICGC_0215	9:12633334−22809044	3, 4	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_49_part_2.png
49	3	Lower_Left	PCSI_0285	19:27751856−34183653	3, 4	44	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_49_part_3.png
49	4	Lower_Right	PCSI_0340	5:105643402−116481544	2, 3	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_49_part_4.png
50	1	Upper_Left	PCSI_0476	2:10364315−230753567	5, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_50_part_1.png
50	2	Upper_Right	ICGC_0457	2:108544255−203817368	5, 6	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_50_part_2.png
50	3	Lower_Left	ITNET-0993	2:8748091−160901518	3, 5	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_50_part_3.png
50	4	Lower_Right	CPCG0057	3:125163266−179035673	3, 5	5	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_50_part_4.png
51	1	Upper_Left	CPCG0124	3:64640778−69066915	2, 4	5	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_51_part_1.png
51	2	Upper_Right	CPCG0196	3:26993658−173827504	3, 5	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_51_part_2.png
51	3	Lower_Left	CPCG0344	2:133400546−159262875	3, 7	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_51_part_3.png
51	4	Lower_Right	CPCG0353	21:30837812−42870443	3, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_51_part_4.png
52	1	Upper_Left	A17-0095_CRUK_PC_0095	17:14089050−74031571	6, 16	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_52_part_1.png
52	2	Upper_Right	A29-0017_CRUK_PC_0017	5:13735145−179718726	5, 7	30	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_52_part_2.png
52	3	Lower_Left	A29-0017_CRUK_PC_0017	10:82757959−90416587	3, 5	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_52_part_3.png
52	4	Lower_Right	MELA-0001	17:34979941−39797502	3, 6	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_52_part_4.png
53	1	Upper_Left	MELA-0009	6:31870943−69509422	3, 5	47	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_53_part_1.png
53	2	Upper_Right	MELA-0064	6:62737071−96700812	3, 5	31	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_53_part_2.png
53	3	Lower_Left	MELA-0070	2:28606019−96476448	4, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_53_part_3.png
53	4	Lower_Right	MELA-0170	6:70967028−92341760	4, 5	31	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_53_part_4.png
54	1	Upper_Left	MELA-0183	11:23197341−78459029	3, 9	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_54_part_1.png
54	2	Upper_Right	MELA-0202	15:95193254−102265311	3, 3	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_54_part_2.png
54	3	Lower_Left	MELA-0231	3:69825696−89596752	3, 4	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_54_part_3.png
54	4	Lower_Right	MELA-0256	6:161907945−162091620	3, 4	4	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_54_part_4.png
55	1	Upper_Left	40e17bf8-6c19-4e5e-b60d-ad54f504a970	1:4999358−108470074	3, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_55_part_1.png
55	2	Upper_Right	4cdb18f5-47bf-475f-b34c-fa4912515268	8:60910863−74776226	3, 5	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_55_part_2.png
55	3	Lower_Left	5f6df69c-4ebf-4811-8b28-ad393dfbe1a3	11:30885500−99014655	3, 3	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_55_part_3.png
55	4	Lower_Right	7b92fcd4-f9be-4b97-94a2-b2e8348aeaba	17:52283568−77511259	4, 11	28	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_55_part_4.png
56	1	Upper_Left	800d3a17-269f-4d97-94ff-8585f20038d8	16:17199755−28285873	3, 8	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_56_part_1.png
56	2	Upper_Right	d8eac750-9daf-4465-b672-9e31fd369057	15:73891842−97062697	3, 3	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_56_part_2.png
56	3	Lower_Left	2905cbd1-719b-46d9-b8af-8fe4927bc473	17:50057932−77131857	5, 6	43	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_56_part_3.png
56	4	Lower_Right	2ff6aede-7bcd-440b-99ab-7a023faf658e	9:8561618−124815411	3, 5	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_56_part_4.png
57	1	Upper_Left	3505f91d-bc66-4732-84b6-18c5b32ca6b8	3:139339810−157007096	3, 5	38	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_57_part_1.png
57	2	Upper_Right	3505f91d-bc66-4732-84b6-18c5b32ca6b8	8:560734−11094179	4, 5	44	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_57_part_2.png
57	3	Lower_Left	3505f91d-bc66-4732-84b6-18c5b32ca6b8	15:20622452−31646006	3, 4	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_57_part_3.png
57	4	Lower_Right	39f68467-3d37-4b19-aa43-ed7b120c619d	7:77961769−133784786	3, 4	28	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_57_part_4.png
58	1	Upper_Left	39f68467-3d37-4b19-aa43-ed7b120c619d	8:36818890−48127350	3, 4	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_58_part_1.png
58	2	Upper_Right	6201394f-b70e-4f14-9519-ff9d5f06eb09	7:2506893−15600830	3, 5	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_58_part_2.png
58	3	Lower_Left	9517413b-b5b8-4130-8ba1-d86d44abe2ec	1:59218908−173348092	3, 4	75	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_58_part_3.png
58	4	Lower_Right	9517413b-b5b8-4130-8ba1-d86d44abe2ec	19:4947957−37334626	2, 3	6	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_58_part_4.png
59	1	Upper_Left	b5f27002-4277-418d-90b0-cc5a2742692e	5:115325452−165756524	3, 5	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_59_part_1.png
59	2	Upper_Right	b5f27002-4277-418d-90b0-cc5a2742692e	7:2825814−148640816	5, 16	43	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_59_part_2.png
59	3	Lower_Left	b5f27002-4277-418d-90b0-cc5a2742692e	12:2032836−97098237	3, 4	284	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_59_part_3.png
59	4	Lower_Right	b5f27002-4277-418d-90b0-cc5a2742692e	16:48588543−49184184	2, 3	5	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_59_part_4.png
60	1	Upper_Left	e786de34-4c21-460f-89ab-008de4347049	1:60949973−65751755	4, 5	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_60_part_1.png
60	2	Upper_Right	e786de34-4c21-460f-89ab-008de4347049	3:70513200−80127855	3, 3	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_60_part_2.png
60	3	Lower_Left	e786de34-4c21-460f-89ab-008de4347049	9:116268651−118268539	3, 3	5	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_60_part_3.png
60	4	Lower_Right	ea0e5ae7-1f15-4504-aea3-efd1f6733304	5:2236113−10293559	5, 9	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_60_part_4.png
61	1	Upper_Left	ea0e5ae7-1f15-4504-aea3-efd1f6733304	19:34561921−54069327	3, 5	5	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_61_part_1.png
61	2	Upper_Right	CGP_donor_GC00002	8:5585049−144557331	6, 7	36	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_61_part_2.png
61	3	Lower_Left	CGP_donor_GC00004	17:4302852−80410986	4, 12	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_61_part_3.png
61	4	Lower_Right	CGP_donor_GC00020	10:56498962−102820511	3, 5	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_61_part_4.png
62	1	Upper_Left	CGP_donor_GC00020	13:50339625−114599941	4, 5	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_62_part_1.png
62	2	Upper_Right	CGP_donor_GC00020	14:39850727−105450662	4, 6	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_62_part_2.png
62	3	Lower_Left	CGP_donor_GC00033	13:23805570−111156371	5, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_62_part_3.png
62	4	Lower_Right	CGP_donor_GC00047	1:26335498−206855061	5, 11	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_62_part_4.png
