page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path
31	1	Upper_Left	d9dc3b59-613d-469e-8b4f-6c5a557eb26a	3:83571470−194744514	7, 11	34.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_31_part_1.png
31	2	Upper_Right	d9dc3b59-613d-469e-8b4f-6c5a557eb26a	9:100142774−123611055	12, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_31_part_2.png
31	3	Lower_Left	d9dc3b59-613d-469e-8b4f-6c5a557eb26a	14:25445910−99447397	9, 15	36.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_31_part_3.png
31	4	Lower_Right	d9dc3b59-613d-469e-8b4f-6c5a557eb26a	17:2481365−78698346	7, 16	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_31_part_4.png
32	1	Upper_Left	d9dc3b59-613d-469e-8b4f-6c5a557eb26a	X:7323507−150791833	8, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_32_part_1.png
32	2	Upper_Right	e4fc0909-f284-4471-866d-d8967b6adcbc	5:3262330−164768438	9, 11	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_32_part_2.png
32	3	Lower_Left	e4fc0909-f284-4471-866d-d8967b6adcbc	6:93474674−108070113	7, 14	27.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_32_part_3.png
32	4	Lower_Right	e4fc0909-f284-4471-866d-d8967b6adcbc	8:138302264−144043894	4, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_32_part_4.png
33	1	Upper_Left	e4fc0909-f284-4471-866d-d8967b6adcbc	10:8113663−12635794	4, 6	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_33_part_1.png
33	2	Upper_Right	e4fc0909-f284-4471-866d-d8967b6adcbc	12:6511073−132672448	15, 19	27.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_33_part_2.png
33	3	Lower_Left	e4fc0909-f284-4471-866d-d8967b6adcbc	X:4881574−145429683	8, 14	38.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_33_part_3.png
33	4	Lower_Right	eadf8482-e60e-4307-adb7-d5c3b9fa6cae	5:50309848−62318656	9, 10	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_33_part_4.png
34	1	Upper_Left	eadf8482-e60e-4307-adb7-d5c3b9fa6cae	7:49989231−144882103	7, 18	36.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_34_part_1.png
34	2	Upper_Right	eadf8482-e60e-4307-adb7-d5c3b9fa6cae	11:55709941−81062381	8, 15	28.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_34_part_2.png
34	3	Lower_Left	eadf8482-e60e-4307-adb7-d5c3b9fa6cae	14:20532445−36857210	5, 11	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_34_part_3.png
34	4	Lower_Right	c13215d9-26a8-4c8b-b4fe-5da6aa3222af	11:133072701−134636862	12, 12	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_34_part_4.png
35	1	Upper_Left	0798dbe2-1914-427c-a2fe-2a865d0d6eda	3:183615477−183945373	12, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_35_part_1.png
35	2	Upper_Right	8da3103e-3e6c-4176-a583-d5fe5e60601e	3:2515461−3160126	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_35_part_2.png
35	3	Lower_Left	b1c4579c-72fa-4974-830c-b6a81ace45f4	2:66469477−174340940	5, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_35_part_3.png
35	4	Lower_Right	c184c3ca-7ad3-4202-b108-cb9fd5f5d947	16:11082483−11804564	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_35_part_4.png
36	1	Upper_Left	de7b7cac-f094-4d59-8651-e991e34ea093	8:68506883−72724157	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_36_part_1.png
36	2	Upper_Right	5116e3b4-2bac-40f5-8046-b9c1783faaa5	7:862136−133957567	7, 8	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_36_part_2.png
36	3	Lower_Left	7d8eab0a-e6c8-4449-9ebf-50c41db94a06	2:43615678−64237004	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_36_part_3.png
36	4	Lower_Right	a512701f-88bb-4b05-8c94-fd285b9dd13e	7:39647779−158482174	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_36_part_4.png
37	1	Upper_Left	bfb07784-693b-4c25-874e-4ad6e04a5d46	5:58280145−129435613	7, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_37_part_1.png
37	2	Upper_Right	fafd4576-0709-49e1-926f-ad1ee09907ec	3:20473702−196392506	10, 22	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_37_part_2.png
37	3	Lower_Left	8feb0e8f-d09b-437d-8651-0cdecfe776bf	6:1750031−162731368	8, 8	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_37_part_3.png
37	4	Lower_Right	e2d395f8-bf13-4fe4-8031-683b0eedd875	2:18369748−224149589	10, 10	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_37_part_4.png
38	1	Upper_Left	e2d395f8-bf13-4fe4-8031-683b0eedd875	5:52372824−60181728	4, 4	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_38_part_1.png
38	2	Upper_Right	e2d395f8-bf13-4fe4-8031-683b0eedd875	13:19176863−91407141	7, 9	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_38_part_2.png
38	3	Lower_Left	OCCAMS-AH-014	10:84597156−108564886	4, 5	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_38_part_3.png
38	4	Lower_Right	OCCAMS-AH-039	2:47547253−227912729	10, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_38_part_4.png
39	1	Upper_Left	OCCAMS-AH-039	3:60184941−60611121	7, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_39_part_1.png
39	2	Upper_Right	OCCAMS-AH-082	2:20418187−235815453	7, 12	29.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_39_part_2.png
39	3	Lower_Left	OCCAMS-AH-086	2:12813030−234404523	7, 34	37.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_39_part_3.png
39	4	Lower_Right	OCCAMS-AH-086	8:8145650−138110281	7, 14	32.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_39_part_4.png
40	1	Upper_Left	OCCAMS-AH-086	16:4274640−88167527	10, 14	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_40_part_1.png
40	2	Upper_Right	OCCAMS-AH-135	7:24306872−138562308	8, 9	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_40_part_2.png
40	3	Lower_Left	OCCAMS-AH-135	11:41887275−103067905	10, 10	19.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_40_part_3.png
40	4	Lower_Right	OCCAMS-AH-143	9:9270942−115069668	8, 13	23.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_40_part_4.png
41	1	Upper_Left	OCCAMS-AH-160	3:21878297−175600377	7, 12	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_41_part_1.png
41	2	Upper_Right	OCCAMS-AH-173	4:1618263−177859827	12, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_41_part_2.png
41	3	Lower_Left	OCCAMS-AH-173	13:26991542−96155452	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_41_part_3.png
41	4	Lower_Right	OCCAMS-AH-174	12:19271132−109088102	9, 9	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_41_part_4.png
42	1	Upper_Left	OCCAMS-AH-197	12:53626633−123151239	6, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_42_part_1.png
42	2	Upper_Right	OCCAMS-AH-213	3:13968605−194565147	13, 17	28.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_42_part_2.png
42	3	Lower_Left	OCCAMS-ED-007	6:137614668−144874378	4, 6	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_42_part_3.png
42	4	Lower_Right	OCCAMS-PS-012	2:5579139−8930469	7, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_42_part_4.png
43	1	Upper_Left	OCCAMS-QE-095	5:58889907−129722541	11, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_43_part_1.png
43	2	Upper_Right	OCCAMS-QE-095	7:27948258−157460631	8, 18	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_43_part_2.png
43	3	Lower_Left	OCCAMS-QE-095	X:6665084−150768368	18, 20	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_43_part_3.png
43	4	Lower_Right	OCCAMS-RS-032	3:6793668−181259419	7, 17	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_43_part_4.png
44	1	Upper_Left	OCCAMS-RS-032	5:21645067−104326690	14, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_44_part_1.png
44	2	Upper_Right	OCCAMS-RS-047	3:57769950−184424438	7, 23	39.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_44_part_2.png
44	3	Lower_Left	OCCAMS-RS-047	14:21444972−103597907	9, 17	35.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_44_part_3.png
44	4	Lower_Right	OCCAMS-RS-047	15:40224068−90935523	11, 11	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_44_part_4.png
45	1	Upper_Left	OCCAMS-RS-047	18:19478394−72412983	13, 14	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_45_part_1.png
45	2	Upper_Right	OCCAMS-SH-024	4:1687132−175651479	9, 9	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_45_part_2.png
45	3	Lower_Left	OCCAMS-SH-051	1:160780664−178102081	4, 6	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_45_part_3.png
45	4	Lower_Right	OCCAMS-ST-033	1:10953691−246705970	7, 13	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_45_part_4.png
46	1	Upper_Left	OCCAMS-ST-033	2:13178329−233510064	7, 10	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_46_part_1.png
46	2	Upper_Right	OCCAMS-ST-035	12:6443759−117567030	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_46_part_2.png
46	3	Lower_Left	OCCAMS-WG-001	3:269704−5196742	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_46_part_3.png
46	4	Lower_Right	OCCAMS-WG-005	5:12714338−161549623	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_46_part_4.png
47	1	Upper_Left	OCCAMS-WG-008	3:9406366−148985299	9, 36	36.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_47_part_1.png
47	2	Upper_Right	OCCAMS-WG-008	X:6894656−154973534	14, 18	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_47_part_2.png
47	3	Lower_Left	OCCAMS-WG-009	2:85478953−232558623	11, 19	51.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_47_part_3.png
47	4	Lower_Right	OCCAMS-WG-009	11:7867256−37730507	7, 11	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_47_part_4.png
48	1	Upper_Left	OCCAMS-WG-009	17:28749738−71397421	7, 10	33.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_48_part_1.png
48	2	Upper_Right	OCCAMS-WG-019	6:18740622−21421268	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_48_part_2.png
48	3	Lower_Left	OCCAMS-ZZ-009	16:14176787−87458987	13, 21	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_48_part_3.png
48	4	Lower_Right	3e5f451a-5882-4914-ae1a-95c898c2bcca	3:980214−174918572	9, 17	33.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_48_part_4.png
49	1	Upper_Left	3e5f451a-5882-4914-ae1a-95c898c2bcca	4:17276274−182542010	15, 22	38.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_49_part_1.png
49	2	Upper_Right	ad6c9d09-2c03-4786-a72d-dd2aa5f603d4	4:52783484−187472712	8, 13	44.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_49_part_2.png
49	3	Lower_Left	c1f50a22-38df-41cc-a1f4-f7985504a7ac	1:22744462−211294614	11, 11	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_49_part_3.png
49	4	Lower_Right	cb99fb14-641c-4fb3-bf1d-17efb8cd982a	6:720079−25769089	6, 7	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_49_part_4.png
50	1	Upper_Left	e7d49212-e9cb-4cd7-923a-bdfc82a4a150	3:194529547−197519861	10, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_50_part_1.png
50	2	Upper_Right	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	7:1981292−145607230	7, 9	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_50_part_2.png
50	3	Lower_Left	9fc40b03-0b56-4b1f-93ed-dbc455ae3fd9	3:10505042−131382838	11, 11	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_50_part_3.png
50	4	Lower_Right	9fc40b03-0b56-4b1f-93ed-dbc455ae3fd9	4:69152238−129221201	6, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_50_part_4.png
51	1	Upper_Left	C0052	6:3555069−44962683	6, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_51_part_1.png
51	2	Upper_Right	06ac44e9-1226-4202-828b-6f224766d7ac	1:8058341−244930271	5, 7	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_51_part_2.png
51	3	Lower_Left	1987b453-f97d-45c7-9c89-b9a33313d645	1:9273332−226103050	30, 40	46.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_51_part_3.png
51	4	Lower_Right	1987b453-f97d-45c7-9c89-b9a33313d645	9:6482278−127861801	12, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_51_part_4.png
52	1	Upper_Left	1987b453-f97d-45c7-9c89-b9a33313d645	11:9340114−77018016	7, 15	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_52_part_1.png
52	2	Upper_Right	1987b453-f97d-45c7-9c89-b9a33313d645	17:6752376−73621734	7, 11	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_52_part_2.png
52	3	Lower_Left	1987b453-f97d-45c7-9c89-b9a33313d645	X:31286763−116414502	8, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_52_part_3.png
52	4	Lower_Right	440375d7-cdcd-418a-8992-0a8ca42d290d	4:15852769−177944792	14, 16	45.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_52_part_4.png
53	1	Upper_Left	440375d7-cdcd-418a-8992-0a8ca42d290d	5:130189137−149619578	4, 6	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_53_part_1.png
53	2	Upper_Right	440375d7-cdcd-418a-8992-0a8ca42d290d	6:42615061−100972584	9, 18	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_53_part_2.png
53	3	Lower_Left	440375d7-cdcd-418a-8992-0a8ca42d290d	8:94743333−136006935	9, 9	30.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_53_part_3.png
53	4	Lower_Right	440375d7-cdcd-418a-8992-0a8ca42d290d	9:33405632−37129539	7, 10	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_53_part_4.png
54	1	Upper_Left	440375d7-cdcd-418a-8992-0a8ca42d290d	15:25612423−95231017	13, 16	30.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_54_part_1.png
54	2	Upper_Right	440375d7-cdcd-418a-8992-0a8ca42d290d	18:2523032−72108189	15, 15	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_54_part_2.png
54	3	Lower_Left	440375d7-cdcd-418a-8992-0a8ca42d290d	22:17910494−50713692	17, 17	23.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_54_part_3.png
54	4	Lower_Right	457cca7c-a8b4-414e-a3c0-7fccf0ee2034	8:41016513−53511362	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_54_part_4.png
55	1	Upper_Left	4bbdbe77-f3cb-4b64-9826-72debb734784	1:53503836−192549016	11, 25	42.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_55_part_1.png
55	2	Upper_Right	4bbdbe77-f3cb-4b64-9826-72debb734784	2:85528204−99868582	4, 4	4.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_55_part_2.png
55	3	Lower_Left	56403463-1727-4c23-a709-de5f168c4073	1:3589401−30700898	5, 5	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_55_part_3.png
55	4	Lower_Right	56403463-1727-4c23-a709-de5f168c4073	9:4927905−30615811	9, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_55_part_4.png
56	1	Upper_Left	670c1cbc-4494-45f1-bb8b-18db82d4f7e0	5:40899212−124664734	4, 8	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_56_part_1.png
56	2	Upper_Right	68015cc7-d3a1-4c90-b8fb-5d14143d9960	3:101275−159910152	10, 22	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_56_part_2.png
56	3	Lower_Left	68015cc7-d3a1-4c90-b8fb-5d14143d9960	5:21799697−173208906	18, 18	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_56_part_3.png
56	4	Lower_Right	68015cc7-d3a1-4c90-b8fb-5d14143d9960	6:26485750−163374875	16, 16	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_56_part_4.png
57	1	Upper_Left	68015cc7-d3a1-4c90-b8fb-5d14143d9960	8:12730205−130589835	12, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_57_part_1.png
57	2	Upper_Right	68015cc7-d3a1-4c90-b8fb-5d14143d9960	10:26398455−118039623	21, 21	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_57_part_2.png
57	3	Lower_Left	68015cc7-d3a1-4c90-b8fb-5d14143d9960	12:6565847−129085870	14, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_57_part_3.png
57	4	Lower_Right	6c79f64b-63fe-46f5-bf7b-77208231b0f2	4:13197519−166464059	4, 4	4.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_57_part_4.png
58	1	Upper_Left	6dcfc418-ab28-4365-95ea-c1ae254f2341	12:1508040−124042273	7, 17	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_58_part_1.png
58	2	Upper_Right	8afa3140-dcbd-44c0-ab13-4ada6a0444d4	2:7896145−234951998	10, 16	34.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_58_part_2.png
58	3	Lower_Left	8afa3140-dcbd-44c0-ab13-4ada6a0444d4	6:17536286−142324409	14, 23	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_58_part_3.png
58	4	Lower_Right	8afa3140-dcbd-44c0-ab13-4ada6a0444d4	8:793195−126571971	8, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_58_part_4.png
59	1	Upper_Left	8afa3140-dcbd-44c0-ab13-4ada6a0444d4	9:2531011−138963230	8, 15	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_59_part_1.png
59	2	Upper_Right	8afa3140-dcbd-44c0-ab13-4ada6a0444d4	11:1792398−105876405	8, 11	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_59_part_2.png
59	3	Lower_Left	8afa3140-dcbd-44c0-ab13-4ada6a0444d4	15:41329339−78831198	10, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_59_part_3.png
59	4	Lower_Right	c52abac9-07da-4b3d-bf8a-2161cacf9682	3:17621629−171986122	7, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_59_part_4.png
60	1	Upper_Left	d680df09-368e-42b5-b540-45c41ed31042	1:62587390−232902623	4, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_60_part_1.png
60	2	Upper_Right	ee63c44b-91f4-4004-8dea-192eab527036	17:19411292−80161265	6, 10	41.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_60_part_2.png
60	3	Lower_Left	f6e5979d-d6a9-4408-bd1b-1b37d1064e83	3:18657637−137367416	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_60_part_3.png
