page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments
74	4	Lower_Right	4138527	13:30136476−91861686	8, 8	8
75	1	Upper_Left	4138527	16:48053477−51323723	4, 4	4
75	2	Upper_Right	4145528	1:77006091−161744723	13, 18	63
75	3	Lower_Left	4145528	3:111610899−188282688	12, 40	47
75	4	Lower_Right	4145528	4:137343292−185113770	14, 28	33
76	1	Upper_Left	4145528	8:3116649−136165687	20, 57	89
76	2	Upper_Right	4147968	4:30276216−125265483	7, 7	7
76	3	Lower_Left	4176133	19:2022616−43007888	9, 10	10
76	4	Lower_Right	4188398	7:16592923−110490608	18, 20	20
77	1	Upper_Left	16	1:158895713−207110372	8, 8	8
77	2	Upper_Right	16	6:87781500−137889692	11, 11	11
77	3	Lower_Left	AOCS-004	8:25228170−114295579	9, 10	12
77	4	Lower_Right	AOCS-005	6:109475920−109661908	4, 5	5
78	1	Upper_Left	AOCS-063	7:17651563−151348579	9, 9	9
78	2	Upper_Right	AOCS-064	4:19583669−172211276	5, 8	22
78	3	Lower_Left	AOCS-065	2:42549921−220375355	12, 16	16
78	4	Lower_Right	AOCS-065	8:22020075−122183195	9, 10	20
79	1	Upper_Left	AOCS-075	1:76045362−227389874	5, 11	11
79	2	Upper_Right	AOCS-078	10:10638409−126440995	18, 26	26
79	3	Lower_Left	AOCS-079	1:93975098−229706598	5, 8	36
79	4	Lower_Right	AOCS-080	2:65178109−67917873	6, 6	6
80	1	Upper_Left	AOCS-083	11:681299−115592442	7, 7	13
80	2	Upper_Right	AOCS-084	2:39660868−41960421	6, 8	8
80	3	Lower_Left	AOCS-090	10:11417451−104002149	7, 11	11
80	4	Lower_Right	AOCS-091	2:3886207−191136840	9, 14	27
81	1	Upper_Left	AOCS-092	7:6073651−127466609	11, 17	22
81	2	Upper_Right	AOCS-093	4:1895208−181137268	7, 9	9
81	3	Lower_Left	AOCS-094	6:41123088−100990123	8, 29	29
81	4	Lower_Right	AOCS-094	19:35566735−45168798	5, 7	13
82	1	Upper_Left	AOCS-094	X:18850169−152426350	5, 12	19
82	2	Upper_Right	AOCS-095	4:14169897−31589123	6, 14	14
82	3	Lower_Left	AOCS-108	8:36857660−141396458	7, 18	58
82	4	Lower_Right	AOCS-112	12:6016071−129897086	8, 8	33
83	1	Upper_Left	AOCS-112	22:29629715−46463921	13, 15	15
83	2	Upper_Right	AOCS-116	5:6523540−170861278	12, 26	34
83	3	Lower_Left	AOCS-116	8:120799542−121389397	4, 7	9
83	4	Lower_Right	AOCS-116	11:36110794−108039913	7, 24	27
84	1	Upper_Left	AOCS-117	3:202871−63948256	5, 6	17
84	2	Upper_Right	AOCS-117	6:30232935−32110297	4, 6	6
84	3	Lower_Left	AOCS-117	11:6511167−122670130	9, 16	19
84	4	Lower_Right	AOCS-119	X:73888460−94161009	8, 8	12
85	1	Upper_Left	AOCS-120	1:1708031−206256543	12, 21	61
85	2	Upper_Right	AOCS-120	1:1708031−206256542	11, 13	86
85	3	Lower_Left	AOCS-128	2:19515679−227555412	9, 15	40
85	4	Lower_Right	AOCS-128	20:11284294−25291268	8, 9	9
86	1	Upper_Left	AOCS-138	5:96175581−171118223	10, 10	10
86	2	Upper_Right	AOCS-139	2:48598839−187592335	8, 19	45
86	3	Lower_Left	AOCS-139	6:7505549−166697296	10, 14	28
86	4	Lower_Right	AOCS-139	8:48696966−144814173	8, 10	39
87	1	Upper_Left	AOCS-139	11:97517122−129852368	8, 11	11
87	2	Upper_Right	AOCS-150	5:175233−56407292	7, 8	9
87	3	Lower_Left	AOCS-150	6:34474425−84968074	8, 8	8
87	4	Lower_Right	AOCS-159	15:45195576−78304180	11, 11	11
88	1	Upper_Left	AOCS-161	14:23318396−82349714	9, 12	12
88	2	Upper_Right	AOCS-164	8:35352452−144225865	7, 16	21
88	3	Lower_Left	AOCS-165	5:56289678−56503515	4, 4	4
88	4	Lower_Right	AOCS-166	1:153869668−245318697	10, 10	10
89	1	Upper_Left	AOCS-167	1:81903189−235162240	11, 11	11
89	2	Upper_Right	AOCS-169	3:68970737−174586485	10, 23	38
89	3	Lower_Left	AOCS-169	5:389649−170154621	10, 10	46
89	4	Lower_Right	AOCS-170	1:58559059−225301156	13, 31	77
90	1	Upper_Left	AOCS-170	2:145638253−166271367	10, 10	24
90	2	Upper_Right	AOCS-170	12:18986632−111780873	7, 16	46
90	3	Lower_Left	AOCS-170	13:26480205−114798981	10, 11	22
90	4	Lower_Right	AOCS-170	15:92905679−93872883	4, 5	8
91	1	Upper_Left	AOCS-170	16:1456338−84616481	7, 12	36
91	2	Upper_Right	AOCS-171	8:9852651−142422526	12, 21	22
91	3	Lower_Left	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	1:49064386−205747224	9, 9	47
91	4	Lower_Right	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	5:32370239−40782660	4, 6	11
92	1	Upper_Left	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	9:1986986−134705327	7, 26	39
92	2	Upper_Right	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	10:4932621−32240886	5, 6	22
92	3	Lower_Left	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	18:1815322−75311633	9, 29	40
92	4	Lower_Right	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	X:4890040−140268120	18, 19	71
93	1	Upper_Left	0a48873a-092a-4b25-822b-b0b3c18c08a8	5:66641825−177746139	8, 8	8
93	2	Upper_Right	0c1a2e7d-e7e4-481e-a012-ef214c444497	2:2471432−237349046	7, 15	24
93	3	Lower_Left	0c1a2e7d-e7e4-481e-a012-ef214c444497	10:56404122−134361570	7, 10	10
93	4	Lower_Right	15556b28-c6bd-455a-87b6-4b7b3e33d0e4	2:53884124−226741490	8, 10	13
94	1	Upper_Left	15556b28-c6bd-455a-87b6-4b7b3e33d0e4	7:3562493−155393789	7, 11	11
94	2	Upper_Right	15556b28-c6bd-455a-87b6-4b7b3e33d0e4	10:28885088−61290339	7, 8	8
94	3	Lower_Left	21f6bf91-dfc6-4a59-8b76-88a0f95c7b47	1:8799389−247051701	14, 24	24
94	4	Lower_Right	21f6bf91-dfc6-4a59-8b76-88a0f95c7b47	3:15109935−168602841	8, 16	19
95	1	Upper_Left	29949b65-2913-4c86-bbd7-b85c5df6f15e	1:11256059−246496102	12, 41	51
95	2	Upper_Right	29949b65-2913-4c86-bbd7-b85c5df6f15e	5:111950654−171572542	7, 17	24
95	3	Lower_Left	29949b65-2913-4c86-bbd7-b85c5df6f15e	12:9762639−126691039	49, 49	58
95	4	Lower_Right	29949b65-2913-4c86-bbd7-b85c5df6f15e	18:41289568−74606040	8, 10	10
96	1	Upper_Left	3c037acf-f453-4513-a6dd-129163ddde2a	1:6281442−226959021	7, 14	14
96	2	Upper_Right	4c18d9cf-4af4-4a86-8b1c-f78795fbbd7e	12:4470991−70144374	6, 10	29
96	3	Lower_Left	700e91bb-d675-41b2-bbbd-935767c7b447	2:85566821−169153622	10, 14	16
96	4	Lower_Right	700e91bb-d675-41b2-bbbd-935767c7b447	4:21357758−186097187	9, 16	18
97	1	Upper_Left	700e91bb-d675-41b2-bbbd-935767c7b447	12:16693692−123934826	9, 12	13
97	2	Upper_Right	700e91bb-d675-41b2-bbbd-935767c7b447	15:35363568−100501028	9, 15	15
97	3	Lower_Left	7ca97692-0bf5-4bbd-81ce-10a051d04bd5	5:32197937−154158016	9, 9	15
97	4	Lower_Right	7ca97692-0bf5-4bbd-81ce-10a051d04bd5	8:28310047−134285132	10, 11	14
98	1	Upper_Left	7dcc809b-e33a-4453-b92a-c00786f48cb0	2:100265270−222653043	9, 12	60
98	2	Upper_Right	7dcc809b-e33a-4453-b92a-c00786f48cb0	3:101663947−139539104	7, 14	16
98	3	Lower_Left	7dcc809b-e33a-4453-b92a-c00786f48cb0	5:73636560−135974128	7, 10	18
98	4	Lower_Right	7dcc809b-e33a-4453-b92a-c00786f48cb0	12:1814222−68872525	9, 15	21
99	1	Upper_Left	7dcc809b-e33a-4453-b92a-c00786f48cb0	17:4865503−75189371	8, 13	13
99	2	Upper_Right	8a6d2ce3-cc57-451b-9b07-8263782aa23f	2:23974041−152146532	10, 11	54
99	3	Lower_Left	8a6d2ce3-cc57-451b-9b07-8263782aa23f	6:21192197−101774595	4, 11	31
99	4	Lower_Right	8a6d2ce3-cc57-451b-9b07-8263782aa23f	16:4412978−88870302	7, 10	26
100	1	Upper_Left	8a6d2ce3-cc57-451b-9b07-8263782aa23f	20:314995−46999237	10, 13	39
100	2	Upper_Right	a5030259-cf9c-4a58-8710-b9da8ee59320	4:30207518−105576012	7, 10	10
100	3	Lower_Left	a5030259-cf9c-4a58-8710-b9da8ee59320	9:86423945−135994657	10, 10	10
100	4	Lower_Right	c435627c-159d-4a6d-a819-30abac24bf4d	5:13995081−161235368	13, 14	15
101	1	Upper_Left	c435627c-159d-4a6d-a819-30abac24bf4d	13:49228433−103426671	11, 15	15
101	2	Upper_Right	c9e28934-8379-4511-817c-d787f2c4ca3a	11:40526511−125429660	10, 18	35
101	3	Lower_Left	eeb9d147-608d-4692-8adf-2f601d23a8ff	2:28986695−219321806	7, 15	15
101	4	Lower_Right	eeb9d147-608d-4692-8adf-2f601d23a8ff	11:28168070−90773179	9, 10	10
102	1	Upper_Left	f0c353fd-947c-41e2-b643-3ecc0d69796c	2:27633198−216960765	7, 16	25
102	2	Upper_Right	f34aa3b6-e966-49c6-bc55-130545772c53	8:23038721−142905466	8, 9	19
102	3	Lower_Left	ICGC_0025	1:152793278−227429822	5, 8	8
102	4	Lower_Right	ICGC_0025	6:17053808−162631121	10, 10	10
103	1	Upper_Left	ICGC_0037	1:240179982−240688305	12, 12	12
103	2	Upper_Right	ICGC_0054	5:1796643−175760299	13, 14	14
103	3	Lower_Left	ICGC_0115	X:94245698−150684659	8, 11	12
103	4	Lower_Right	ICGC_0140	11:32758465−75006148	10, 10	10
104	1	Upper_Left	ICGC_0140	17:28840466−79518858	8, 14	16
104	2	Upper_Right	ICGC_0205	1:26994187−245430132	7, 7	7
104	3	Lower_Left	ICGC_0214	5:98391041−178563199	10, 10	10
104	4	Lower_Right	ICGC_0214	X:98103871−154466373	7, 11	11
105	1	Upper_Left	ICGC_0417	17:34974437−49255446	5, 6	6
105	2	Upper_Right	ICGC_0420	3:149207002−151596957	6, 10	13
105	3	Lower_Left	PCSI_0015	1:3415964−191894581	13, 18	30
105	4	Lower_Right	PCSI_0023	2:14191317−219852324	8, 8	8
106	1	Upper_Left	PCSI_0104	4:42227398−156834083	9, 9	9
106	2	Upper_Right	PCSI_0104	18:4126494−66021548	7, 10	10
106	3	Lower_Left	PCSI_0145	2:184795438−237271575	10, 18	18
106	4	Lower_Right	PCSI_0161	2:4154479−223101138	13, 13	13
107	1	Upper_Left	PCSI_0170	19:28426608−34375994	4, 5	11
107	2	Upper_Right	PCSI_0217	1:10731806−237345673	8, 9	23
107	3	Lower_Left	PCSI_0233	18:6611362−22580219	4, 8	19
107	4	Lower_Right	PCSI_0268	10:126851447−127077192	5, 7	8
108	1	Upper_Left	PCSI_0274	4:174934602−188504783	8, 13	17
108	2	Upper_Right	PCSI_0287	2:71708971−242161284	9, 9	9
108	3	Lower_Left	PCSI_0287	10:324176−99514412	12, 12	12
108	4	Lower_Right	PCSI_0300	X:116539582−151569032	9, 15	15
109	1	Upper_Left	PCSI_0324	7:5562244−151748583	9, 9	9
109	2	Upper_Right	PCSI_0338	2:11368327−241973077	24, 24	24
109	3	Lower_Left	PCSI_0338	10:3589818−132244293	11, 11	13
109	4	Lower_Right	PCSI_0338	11:6595768−111354727	19, 19	19
110	1	Upper_Left	PCSI_0338	12:41463414−118730813	8, 8	8
110	2	Upper_Right	PCSI_0338	13:37711193−107329558	8, 8	8
110	3	Lower_Left	PCSI_0338	15:41500002−86542658	8, 8	8
110	4	Lower_Right	PCSI_0338	X:21484632−147888022	18, 18	18
111	1	Upper_Left	PCSI_0341	6:17057806−89560240	9, 14	16
111	2	Upper_Right	PCSI_0375	19:2792845−58974327	7, 8	9
111	3	Lower_Left	PCSI_0468	18:18690328−27595848	7, 7	34
111	4	Lower_Right	PCSI_0469	14:21422830−96805524	6, 10	19
112	1	Upper_Left	PCSI_0476	1:46749168−249168364	7, 24	24
112	2	Upper_Right	PCSI_0476	17:27499370−63215539	8, 16	22
112	3	Lower_Left	ITNET-0100	10:12507104−76356326	8, 8	8
112	4	Lower_Right	CPCG0040	7:8940200−20434202	10, 10	10
113	1	Upper_Left	CPCG0094	13:23582500−33221383	5, 5	5
113	2	Upper_Right	CPCG0128	4:18477094−35223917	14, 14	14
113	3	Lower_Left	CPCG0199	6:64700080−152466236	6, 6	6
113	4	Lower_Right	CPCG0201	1:189273295−197948284	7, 7	7
114	1	Upper_Left	CPCG0201	4:114833795−189168661	17, 17	17
114	2	Upper_Right	CPCG0210	2:191297296−204765227	5, 5	5
114	3	Lower_Left	CPCG0232	3:70605253−72494755	5, 5	5
114	4	Lower_Right	CPCG0233	2:117469455−186106088	13, 25	25
115	1	Upper_Left	CPCG0233	10:59290168−98438172	11, 11	11
115	2	Upper_Right	CPCG0249	13:82314051−113900734	8, 11	11
115	3	Lower_Left	CPCG0268	4:134635808−137495825	6, 6	6
115	4	Lower_Right	CPCG0331	2:71318777−235597578	5, 9	27
116	1	Upper_Left	CPCG0360	2:146919033−148848088	4, 6	11
116	2	Upper_Right	CPCG0360	4:57981759−63188151	5, 5	5
116	3	Lower_Left	CPCG0366	13:20995521−107382176	5, 5	11
116	4	Lower_Right	CPCG0388	3:30946713−151480649	8, 14	14
117	1	Upper_Left	0077_CRUK_PC_0077	8:50216666−93610639	9, 9	9
117	2	Upper_Right	0078_CRUK_PC_0078	4:32885214−180841057	21, 21	21
117	3	Lower_Left	0089_CRUK_PC_0089	11:103634542−133363653	6, 10	10
117	4	Lower_Right	0090_CRUK_PC_0090	5:41539060−97372926	7, 7	7
118	1	Upper_Left	0090_CRUK_PC_0090	8:4593970−79446086	9, 14	16
118	2	Upper_Right	0090_CRUK_PC_0090	11:90271061−99662500	5, 5	5
118	3	Lower_Left	0091_CRUK_PC_0091	1:166331375−177156264	17, 17	17
118	4	Lower_Right	0091_CRUK_PC_0091	3:69780654−86522449	23, 27	27
119	1	Upper_Left	0091_CRUK_PC_0091	7:82954981−145981427	9, 17	26
119	2	Upper_Right	A10-0015_CRUK_PC_0015	2:163214471−184193586	5, 12	19
119	3	Lower_Left	A10-0015_CRUK_PC_0015	9:1409842−138981764	23, 23	23
119	4	Lower_Right	A10-0015_CRUK_PC_0015	11:2176926−134862526	7, 22	22
120	1	Upper_Left	A10-0015_CRUK_PC_0015	12:620605−125885779	16, 37	37
120	2	Upper_Right	A10-0015_CRUK_PC_0015	14:22609121−95699997	18, 18	25
120	3	Lower_Left	A10-0015_CRUK_PC_0015	15:41980634−78763235	7, 10	10
120	4	Lower_Right	A10-0015_CRUK_PC_0015	18:274859−74026630	10, 10	10
121	1	Upper_Left	A10-0015_CRUK_PC_0015	X:23125163−133708183	12, 20	33
121	2	Upper_Right	A17-0095_CRUK_PC_0095	10:1424131−123537842	16, 46	56
121	3	Lower_Left	A17-0095_CRUK_PC_0095	3:18799507−143335634	21, 30	30
121	4	Lower_Right	A17-0095_CRUK_PC_0095	4:679859−171367419	16, 32	32
122	1	Upper_Left	A17-0095_CRUK_PC_0095	6:17635126−170579356	10, 34	34
122	2	Upper_Right	A17-0095_CRUK_PC_0095	16:1802279−88025685	22, 22	58
122	3	Lower_Left	A17-0095_CRUK_PC_0095	10:1424131−123537843	17, 37	37
122	4	Lower_Right	A17-0095_CRUK_PC_0095	11:22270950−133333955	16, 19	47
123	1	Upper_Left	A17-0095_CRUK_PC_0095	12:10913800−112566167	10, 28	42
123	2	Upper_Right	A17-0095_CRUK_PC_0095	14:21843858−93753839	13, 18	31
123	3	Lower_Left	A17-0095_CRUK_PC_0095	16:1802279−88025686	9, 24	24
123	4	Lower_Right	A17-0095_CRUK_PC_0095	21:10575654−45753258	13, 17	17
124	1	Upper_Left	A17-0095_CRUK_PC_0095	X:6702691−131010344	13, 22	22
124	2	Upper_Right	A32-0019_CRUK_PC_0019	11:6457815−6743499	7, 7	7
124	3	Lower_Left	A34-0022_CRUK_PC_0022	2:31507439−200933013	11, 14	30
124	4	Lower_Right	73f875cb-bcfc-43ba-ab97-4e94caf836d4	3:20035036−181045916	9, 9	9
125	1	Upper_Left	73f875cb-bcfc-43ba-ab97-4e94caf836d4	5:121533482−170643022	9, 9	9
125	2	Upper_Right	c039014f-821c-43d6-9d3c-914f9c8d98fa	4:130270320−162657668	13, 13	13
125	3	Lower_Left	f6381367-142c-45d0-92b3-c1727d1813ce	13:21438649−100617984	4, 6	9
125	4	Lower_Right	MELA-0002	3:69823911−79435315	8, 11	31
126	1	Upper_Left	MELA-0002	17:63710548−71955453	4, 7	18
126	2	Upper_Right	MELA-0005	5:1027171−19705107	5, 6	25
126	3	Lower_Left	MELA-0008	9:21711690−22977175	7, 7	7
126	4	Lower_Right	MELA-0008	16:86186241−90105121	4, 6	10
127	1	Upper_Left	MELA-0012	3:131435629−180741702	5, 15	24
127	2	Upper_Right	MELA-0015	2:12998893−180541994	11, 16	18
127	3	Lower_Left	MELA-0015	16:57509089−84708915	7, 7	7
127	4	Lower_Right	MELA-0048	4:6102625−46953792	4, 5	63
128	1	Upper_Left	MELA-0061	2:96865382−106123131	4, 8	11
128	2	Upper_Right	MELA-0061	4:168818150−175974913	5, 6	6
128	3	Lower_Left	MELA-0066	3:77541575−89022426	4, 7	7
128	4	Lower_Right	MELA-0066	14:71471614−102112284	4, 6	12
129	1	Upper_Left	MELA-0174	2:36739938−238611839	6, 8	8
129	2	Upper_Right	MELA-0223	6:53940949−143661562	4, 5	14
129	3	Lower_Left	1404791b-86bf-4dfd-85b4-c8ff356f109c	8:118357384−142919752	10, 13	13
129	4	Lower_Right	1404791b-86bf-4dfd-85b4-c8ff356f109c	19:32205724−58908289	14, 19	28
130	1	Upper_Left	238111f9-a08b-49b4-9035-cc43026330e7	4:139483168−167110416	8, 8	16
130	2	Upper_Right	3409f118-1798-48d6-9556-12a5c77ebefb	1:115652442−144998190	4, 4	12
130	3	Lower_Left	3429967f-4f77-4894-bf27-c4a22698ca92	1:155839251−204554164	6, 10	13
130	4	Lower_Right	3fea3f02-2db3-44e0-984e-c61130d92c9b	3:98573207−109821728	4, 8	18
131	1	Upper_Left	40e17bf8-6c19-4e5e-b60d-ad54f504a970	8:50784712−66016345	8, 8	8
131	2	Upper_Right	5bc515c8-7727-4d69-98e9-31bbcb748550	X:92816571−93649590	14, 16	18
131	3	Lower_Left	5f6df69c-4ebf-4811-8b28-ad393dfbe1a3	6:80713179−118504284	7, 7	7
131	4	Lower_Right	d8eac750-9daf-4465-b672-9e31fd369057	3:66947406−89593615	4, 6	11
132	1	Upper_Left	5a64f7e9-3833-4a3c-962b-13eb3e305c69	7:4154645−125672436	8, 8	8
132	2	Upper_Right	9c9b53e5-cdbe-4510-a839-4a3b5039681b	7:78585846−144766064	7, 12	20
132	3	Lower_Left	ea3a524b-6ee3-4904-8924-29fcaa20985c	11:22633386−33675388	5, 5	5
132	4	Lower_Right	b5f27002-4277-418d-90b0-cc5a2742692e	X:115283407−149711207	8, 8	8
133	1	Upper_Left	e7a72f7e-77b1-4d95-8f37-39a6cffc35dc	5:1295334−20553339	5, 5	18
133	2	Upper_Right	CGP_donor_GC00002	2:13611641−233338366	9, 13	23
133	3	Lower_Left	CGP_donor_GC00002	13:73586014−105196786	8, 11	11
133	4	Lower_Right	CGP_donor_GC00002	20:16117248−21865896	10, 10	10
134	1	Upper_Left	CGP_donor_GC00004	3:41357782−183461229	7, 15	33
134	2	Upper_Right	CGP_donor_GC00004	12:71919868−132958560	5, 9	29
134	3	Lower_Left	CGP_donor_GC00008	10:2847784−76828663	6, 9	23
134	4	Lower_Right	CGP_donor_GC00022	2:8672161−139745881	4, 7	8
135	1	Upper_Left	CGP_donor_GC00033	2:120552045−179365153	11, 12	12
135	2	Upper_Right	CGP_donor_GC00033	8:80936461−141686980	6, 7	51
135	3	Lower_Left	CGP_donor_GC00033	16:353528−81417990	10, 26	27
135	4	Lower_Right	CGP_donor_GC00033	18:26736270−68720210	10, 13	25
136	1	Upper_Left	CGP_donor_GC00049	1:32164458−236360311	8, 9	17
136	2	Upper_Right	CGP_donor_GC00052	2:5620025−231799627	7, 22	28
136	3	Lower_Left	CGP_donor_GC00054	1:20036804−231461837	5, 11	67
136	4	Lower_Right	CGP_donor_GC00054	17:37680918−49117586	5, 5	20
137	1	Upper_Left	CGP_donor_GC00054	19:28404001−30805308	5, 5	20
137	2	Upper_Right	0aecac64-5982-4d76-8f31-958f6a00951d	2:9254169−220466625	7, 11	23
137	3	Lower_Left	0aecac64-5982-4d76-8f31-958f6a00951d	3:4802945−186280725	12, 20	31
137	4	Lower_Right	0aecac64-5982-4d76-8f31-958f6a00951d	13:30969347−99319808	8, 8	8
138	1	Upper_Left	1ca3c5e0-32b0-4467-8ec0-ca212e35d2b3	5:85673816−175159134	7, 11	18
138	2	Upper_Right	1ca3c5e0-32b0-4467-8ec0-ca212e35d2b3	10:14710620−131823830	5, 8	29
138	3	Lower_Left	1ca3c5e0-32b0-4467-8ec0-ca212e35d2b3	11:17850371−130169015	5, 7	56
138	4	Lower_Right	2b4f014f-74e9-4dda-a1ad-abcbd124fc44	2:32631150−203682926	10, 10	10
139	1	Upper_Left	337819d2-5281-4b41-9583-a476924bc837	10:43843093−98387881	10, 10	10
139	2	Upper_Right	53086e20-a727-40d6-b42d-8030109b5130	7:24323683−116135143	9, 9	30
139	3	Lower_Left	5b7e557a-6aee-4077-b3cd-c96179e643ae	1:43676646−240124427	9, 16	46
139	4	Lower_Right	5b7e557a-6aee-4077-b3cd-c96179e643ae	3:83906659−165520150	4, 11	26
140	1	Upper_Left	5b7e557a-6aee-4077-b3cd-c96179e643ae	5:53410286−157767053	7, 10	29
140	2	Upper_Right	5b7e557a-6aee-4077-b3cd-c96179e643ae	8:21266054−103900103	9, 11	33
140	3	Lower_Left	5b7e557a-6aee-4077-b3cd-c96179e643ae	14:21910299−106251175	9, 21	21
140	4	Lower_Right	5b7e557a-6aee-4077-b3cd-c96179e643ae	17:9703698−79150095	8, 19	27
141	1	Upper_Left	5b7e557a-6aee-4077-b3cd-c96179e643ae	19:1335997−58908317	7, 12	15
141	2	Upper_Right	5b7e557a-6aee-4077-b3cd-c96179e643ae	1:43676646−240124426	10, 11	27
141	3	Lower_Left	5b7e557a-6aee-4077-b3cd-c96179e643ae	21:15908074−46609729	8, 8	8
141	4	Lower_Right	60879669-96c2-4710-82e0-0ae9d0e5b242	10:5810804−124150825	11, 18	24
142	1	Upper_Left	60879669-96c2-4710-82e0-0ae9d0e5b242	11:2015155−118632987	15, 23	35
142	2	Upper_Right	60879669-96c2-4710-82e0-0ae9d0e5b242	12:5197209−121876052	10, 18	32
142	3	Lower_Left	60879669-96c2-4710-82e0-0ae9d0e5b242	16:57284825−84641398	9, 10	10
142	4	Lower_Right	8cb0144b-be6b-40a1-86a2-708f96d9b615	6:2029950−166153467	10, 15	15
143	1	Upper_Left	8cb0144b-be6b-40a1-86a2-708f96d9b615	9:3506571−139604450	7, 18	18
143	2	Upper_Right	8cb0144b-be6b-40a1-86a2-708f96d9b615	15:30184284−91364444	11, 11	11
143	3	Lower_Left	8cb0144b-be6b-40a1-86a2-708f96d9b615	17:17470449−77164988	12, 12	19
143	4	Lower_Right	aef8d98f-7a1c-47f3-b5a7-a3cb299c70de	3:931341−178546466	7, 14	14
144	1	Upper_Left	b8a1c8c7-3945-4d84-8f58-3a1a1eb10730	7:25279771−28095993	5, 11	14
144	2	Upper_Right	b8a1c8c7-3945-4d84-8f58-3a1a1eb10730	14:24923256−100767511	9, 12	13
144	3	Lower_Left	cb622cd6-776d-4681-8a67-4addd61c66b8	2:72710938−179446562	5, 7	58
144	4	Lower_Right	cb622cd6-776d-4681-8a67-4addd61c66b8	3:12028186−62799589	5, 12	269
145	1	Upper_Left	cb622cd6-776d-4681-8a67-4addd61c66b8	4:101648717−156904507	5, 9	27
145	2	Upper_Right	cb622cd6-776d-4681-8a67-4addd61c66b8	14:23478242−105206733	11, 16	30
145	3	Lower_Left	e2aaabd9-f4ba-4763-a28a-c14d46a4bc5d	3:20118117−84053508	9, 23	23
145	4	Lower_Right	e2aaabd9-f4ba-4763-a28a-c14d46a4bc5d	5:3587780−163844373	14, 22	22
146	1	Upper_Left	e2aaabd9-f4ba-4763-a28a-c14d46a4bc5d	9:3273649−130381646	9, 11	24
146	2	Upper_Right	16e69011-c295-479f-b521-86e66fba498d	6:30689459−162853873	10, 10	10
146	3	Lower_Left	16e69011-c295-479f-b521-86e66fba498d	14:24826217−105404171	13, 13	15
146	4	Lower_Right	79ecc142-8f6e-4260-a7ce-c8e2a6212c35	3:13693655−180270905	8, 9	27
147	1	Upper_Left	79ecc142-8f6e-4260-a7ce-c8e2a6212c35	17:7101046−80011712	4, 10	32
147	2	Upper_Right	7b9947d5-e86b-4006-8890-ea5209584a88	9:106282−38107794	4, 9	21
147	3	Lower_Left	7dce4215-01f6-43e9-9378-9e22c26c23a2	2:47389795−203229105	11, 11	11
147	4	Lower_Right	7dce4215-01f6-43e9-9378-9e22c26c23a2	3:10044478−169928464	7, 10	10
148	1	Upper_Left	8d9e4917-334b-4c76-aee1-1e22be772db0	3:23738446−169522007	7, 27	53
148	2	Upper_Right	8d9e4917-334b-4c76-aee1-1e22be772db0	6:51901142−155973305	10, 10	23
148	3	Lower_Left	9205c164-7975-421a-90c3-edfe8def595c	2:30991919−219707625	7, 16	35
148	4	Lower_Right	9205c164-7975-421a-90c3-edfe8def595c	7:18503282−139455166	8, 10	10
149	1	Upper_Left	944a102f-3475-45aa-9e30-4b92d1449f00	22:32093117−32660408	4, 5	9
149	2	Upper_Right	94817e78-78f5-4556-9394-610df65605e2	3:42025446−172171958	9, 11	11
149	3	Lower_Left	94817e78-78f5-4556-9394-610df65605e2	16:67590378−89462801	5, 5	5
149	4	Lower_Right	95e6d327-9ab7-45de-9527-f5634b3995c3	3:13471312−168163898	8, 8	17
150	1	Upper_Left	af37d8f0-fea0-47f6-be0a-2fb55a5da5c4	4:92341870−169784344	10, 10	10
150	2	Upper_Right	af37d8f0-fea0-47f6-be0a-2fb55a5da5c4	6:6931110−166548418	20, 20	23
150	3	Lower_Left	af37d8f0-fea0-47f6-be0a-2fb55a5da5c4	10:294814−131732983	11, 11	23
150	4	Lower_Right	af37d8f0-fea0-47f6-be0a-2fb55a5da5c4	12:24679746−80152939	12, 14	14
151	1	Upper_Left	BTCA_donor_A035		77, 2	
151	2	Upper_Right	BTCA_donor_A035		77, 2	
151	3	Lower_Left	RK159		7, 2	
151	4	Lower_Right	RK310		8, 1	
152	1	Upper_Left	24f21425-b001-4986-aedf-5b4dd851c6ad		64, 3	
152	2	Upper_Right	419deaac-ea45-4bdd-9fa0-b5cd8429b44f		66, 1	
152	3	Lower_Left	8c1dd7f7-b74a-4fa2-b6a7-86f0348d2567		7, 8	
152	4	Lower_Right	CGP_donor_1691134		7, 2	
153	1	Upper_Left	CGP_donor_1347723		48, 4	
153	2	Upper_Right	CGP_donor_1397278		42, 2	
153	3	Lower_Left	CGP_donor_1069291		8, 6	
153	4	Lower_Right	CGP_donor_1069291		7, 2	
154	1	Upper_Left	CGP_donor_1347720		37, 1	
154	2	Upper_Right	CGP_donor_1347720		37, 1	
154	3	Lower_Left	CGP_donor_1353432		9, 3	
154	4	Lower_Right	CGP_donor_1363963		7, 2	
155	1	Upper_Left	CGP_donor_1374619		38, 1	
155	2	Upper_Right	CGP_donor_1472394		7, 1	
